@RELATION train
@ATTRIBUTE Expert {0,1}
@ATTRIBUTE Head_Entropy_Start NUMERIC
@ATTRIBUTE Head_Entropy_Mid NUMERIC
@ATTRIBUTE Head_Entropy_End NUMERIC
@ATTRIBUTE Avg_HandEntropy_Begin NUMERIC
@ATTRIBUTE Avg_HandEntropy_Mid NUMERIC
@ATTRIBUTE Avg_HandEntropy_End NUMERIC
@ATTRIBUTE Avg_SentenceLength_Begin NUMERIC
@ATTRIBUTE Avg_SentenceLength_Mid NUMERIC
@ATTRIBUTE Avg_SentenceLength_End NUMERIC
@ATTRIBUTE Ratio1_Begin NUMERIC
@ATTRIBUTE Ratio1_Mid NUMERIC
@ATTRIBUTE Ratio1_End NUMERIC
@ATTRIBUTE Ratio2_Begin NUMERIC
@ATTRIBUTE Ratio2_Mid NUMERIC
@ATTRIBUTE Ratio2_End NUMERIC
@ATTRIBUTE Duration NUMERIC
@ATTRIBUTE PresenceClass {0,1,2,3,4}
@DATA
1,1.1128543376615545,2.7309356564492506,1.1439918515502487,1.2756315012389847,2.342414880504969,0.9398245609625324,6.023615130494811,7.459002151000288,7.244096217376297,0.14475358316960896,0.15122946150651476,0.25334351506627484,0.09481719921412296,0.18244127366903584,0.3013374060265099,132.31484794882047,0
0,1.9471815540837472,3.4718827804865944,1.1961144621161148,1.8220548320248457,2.9424086949101396,0.6960213572965606,0.8736874205941257,9.381769292112574,6.582458280396084,0.3021927149504895,0.12047204748265214,0.09707638006601396,0.17719271495048952,0.22600259930426092,0.2742690950165035,225.26114877127176,0
0,1.477269272565644,3.0151985692921457,1.655058870473449,1.4584594167585083,2.570957860754259,1.6447602542807873,7.671117368334277,7.704421525537358,6.70745908836291,0.17346661916997785,0.1618786420291635,0.1535876471210077,0.16881113692579588,0.18288227326712997,0.21108083978536035,182.70677391619654,0
0,1.5116582656361075,2.839397741474269,1.9119870349796677,1.1602366092265604,2.4950045473583007,1.6139082602906385,3.8722776270658117,10.900361528105686,5.856582310108673,0.18616670830975368,0.13267879374378122,0.1966871175652476,0.16872997572824844,0.1831656248122049,0.15780291364129015,261.9264642302645,0
0,1.6550295011455172,3.0117010297061046,1.8227084827704765,1.336491057506079,2.6247134768385245,1.4688651845468166,3.1853490815915184,10.791325251046274,5.882024108089203,0.21966507565078403,0.12968268727107415,0.16179550890623587,0.18314699458388176,0.1936213110875365,0.1741583552002019,262.4273496280062,0
0,1.5856934660457436,3.0545306065826487,1.1966362977950278,1.1357151784624424,2.5632352997912746,1.2710997651035187,3.6336381567063083,7.393990958533476,7.637921053310681,0.1584420138261663,0.13608816621183023,0.22487274795117246,0.05632339170722741,0.19050571686392284,0.20774739236451545,209.27187443855385,0
0,1.6637313542177457,3.012668273868927,1.7229813166923482,1.1115066561495008,2.5760119071186836,1.7454940387490399,4.228034992108518,9.105310445022676,6.701031215653776,0.16764288923962148,0.13710908960538531,0.19244943524530125,0.11929355450335798,0.18396187169283956,0.13865691107503497,258.27316115727507,0
1,1.343642982160985,2.7160901644253417,1.9425131703805,1.1322859013993118,2.3947655257264246,1.7109859338212108,5.681532212338425,10.317617759718985,5.922843349419577,0.15881575776747736,0.14428354232032287,0.2112945746728773,0.1692949791629401,0.17427290195686154,0.16786311560504596,234.6157451741267,0
1,1.479606392105789,2.803297761240303,0.9614744060864262,1.230856146781641,2.875888844405913,1.2288133596557616,4.40016310892082,12.362451361836406,7.085574478067868,0.035497561272597296,0.1254780862025822,0.03237953224189618,0.1678099464816062,0.18074551220235371,0.1603706465085202,136.40616841570602,0
0,1.5858419398338555,2.618070679739203,1.7398957345156394,1.2547277314513992,2.0002621774878713,1.5795490205089218,6.079912358563579,8.906568030863864,5.221526874122787,0.22185900283764184,0.1631291087590048,0.1977814512194539,0.13530415508226395,0.18525900601289005,0.22697419343984937,161.29633248594055,1
